respondent_id,resp_gender,region,resp_age,education,polid_numeric,party_preference,prez_vote,alt_dv_realestate,alt_dv_foreign_policy,alt_dv_nuclear_policy,alt_dv_labor_policy,alt_dv_social_policy,manipulation_check1
R_4Pw1oWMMiLB0VFa,Male,Capital Area,58,University,3,Democratic Party,Lee Jae-myung,Major expansion of public housing,Early restart of economic cooperation with North Korea,Independent nuclear armament,Implement universal job guarantee,Quick enactment of anti-discrimination law,Progressive
R_4J8WbHUargRj1kd,Male,Capital Area,60,University,6,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative
R_4LUaiAXgqbpVC9C,Male,Capital Area,59,University,5,Democratic Party,Lee Jae-myung,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Quick enactment of anti-discrimination law,Progressive
R_4CkLrSofqhICrqf,Male,Yeongnam,62,University,7,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Phase in 4.5-day workweek,Consensus before anti-discrimination law,Conservative
R_4ODNut0QHauE1Ft,Male,Chungcheong-Honam,57,University,5,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive
R_420fVMbmHACXwlA,Male,Yeongnam,63,University,5,Other,Did not vote,Reform of real estate policy,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Flexible work hours,Quick enactment of anti-discrimination law,Other
R_4doGORp5qqPHts8,Male,Capital Area,57,University,7,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Early restart of economic cooperation with North Korea,Independent nuclear armament,Flexible work hours,Quick enactment of anti-discrimination law,Conservative
R_4VOy1ZpgvwZn3LH,Male,Capital Area,55,University,3,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Early restart of economic cooperation with North Korea,Independent nuclear armament,Promote harmony in labor relations,Prioritize social harmony,Other
R_4DXK86Lq3BfsfzM,Male,Chungcheong-Honam,58,High school,2,Other,Lee Jae-myung,Reduced real estate tax burden,Balanced diplomacy between US and China,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive
R_4RvXwf7HsEG7qow,Male,Capital Area,59,University,7,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Implement universal job guarantee,Quick enactment of anti-discrimination law,Conservative
R_437Mvn4yXAGrG77,Male,Capital Area,73,Graduate school,7,People Power Party,Yoon Suk-yeol,Stronger real estate taxation,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Promote harmony in labor relations,Consensus before anti-discrimination law,Conservative
R_4M9yIn3T92ioSNS,Male,Capital Area,64,University,8,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Quick enactment of anti-discrimination law,Conservative
R_4alviZYv75prYjI,Male,Capital Area,57,University,6,Democratic Party,Lee Jae-myung,Major expansion of public housing,Balanced diplomacy between US and China,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Prioritize social harmony,Progressive
R_4bZsF7OCXMUyM6l,Male,Capital Area,60,University,7,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Conservative
R_4PjzS3r4RVGRd1N,Male,Capital Area,57,High school,5,Other,Lee Jae-myung,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Progressive
R_4MkLE3Gcoa98LzX,Male,Capital Area,57,University,5,Other,Yoon Suk-yeol,Reform of real estate policy,Balanced diplomacy between US and China,Reflect national interest in nuclear policy,Implement universal job guarantee,Consensus before anti-discrimination law,Conservative
R_4wSnWLSpAAiAx8d,Male,Capital Area,62,University,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Quick enactment of anti-discrimination law,Conservative
R_4zoubmTXBtAG8oT,Male,Chungcheong-Honam,62,University,5,Democratic Party,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Quick enactment of anti-discrimination law,Progressive
R_4QWzHPhEqcp0Lmr,Male,Capital Area,60,Graduate school,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Phase in 4.5-day workweek,Prioritize social harmony,Conservative
R_4nuPY8tBE5HufVy,Male,Capital Area,56,Graduate school,4,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Promote harmony in labor relations,Consensus before anti-discrimination law,Progressive
R_4uvsnzhUpakwxnH,Male,Capital Area,61,University,6,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Flexible work hours,Prioritize social harmony,Conservative
R_4CTlKb7WMbFZvWS,Male,Capital Area,65,University,8,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Flexible work hours,Consensus before anti-discrimination law,Conservative
R_4Vo4Cx6nFLgXpkZ,Male,Capital Area,55,University,1,Democratic Party,Lee Jae-myung,Reform of real estate policy,Early restart of economic cooperation with North Korea,Oppose nuclear weapons deployment,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive
R_4UxEQ3VF34YzYWt,Male,Capital Area,65,University,5,Other,Yoon Suk-yeol,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Promote harmony in labor relations,Prioritize social harmony,Conservative
R_4EEhX6KYE1IoD06,Male,Capital Area,64,University,6,Democratic Party,Lee Jae-myung,Reduced real estate tax burden,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Promote harmony in labor relations,Consensus before anti-discrimination law,Progressive
R_4GB6AUA1N9aSyD8,Female,Capital Area,57,Junior college,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Oppose nuclear weapons deployment,Implement universal job guarantee,Quick enactment of anti-discrimination law,Progressive
R_437nFKPbJ8qBAf7,Male,Capital Area,55,University,3,Democratic Party,Lee Jae-myung,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Quick enactment of anti-discrimination law,Conservative
R_4map6bCOBVqsMIV,Male,Capital Area,58,University,7,Other,Yoon Suk-yeol,Reform of real estate policy,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Promote harmony in labor relations,Oppose comprehensive anti-discrimination law,Other
R_4Tu5F2hxXZ6pbiR,Male,Capital Area,64,University,8,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Independent nuclear armament,Promote harmony in labor relations,Consensus before anti-discrimination law,Conservative
R_4AdKwoaJ0qidEkh,Male,Capital Area,58,Graduate school,5,Other,Did not vote,Reduced real estate tax burden,Balanced diplomacy between US and China,Independent nuclear armament,Promote harmony in labor relations,Consensus before anti-discrimination law,Other
R_4r8BzIRBzqKzUVb,Male,Capital Area,56,Graduate school,6,Other,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive
R_45HGyfrzOCJ1vSr,Male,Capital Area,64,Junior college,7,People Power Party,Yoon Suk-yeol,Stronger real estate taxation,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Promote harmony in labor relations,Oppose comprehensive anti-discrimination law,Progressive
R_4zON2x1H4u0xs0V,Male,Chungcheong-Honam,66,University,5,Democratic Party,Lee Jae-myung,Stronger real estate taxation,Balanced diplomacy between US and China,US tactical nukes and nuclear sharing if needed,Promote harmony in labor relations,Prioritize social harmony,Progressive
R_4TgOMopmzJi07Wp,Male,Chungcheong-Honam,61,Junior college,6,Other,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Quick enactment of anti-discrimination law,Conservative
R_4ML4xxjgubQj9LP,Male,Capital Area,56,Graduate school,3,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Promote harmony in labor relations,Quick enactment of anti-discrimination law,Progressive
R_4ci7b6TJq9nOgol,Male,Capital Area,58,University,5,Democratic Party,Yoon Suk-yeol,Major expansion of public housing,Balanced diplomacy between US and China,Independent nuclear armament,Promote harmony in labor relations,Prioritize social harmony,Conservative
R_410ZoCzetoPpCxq,Male,Chungcheong-Honam,64,Junior college,4,Democratic Party,Lee Jae-myung,Major expansion of public housing,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive
R_4keEDNLEC5MnGUx,Male,Capital Area,62,High school,2,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive
R_4GMZTsej7TPEu77,Male,Capital Area,63,Junior college,7,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,Reflect national interest in nuclear policy,Flexible work hours,Consensus before anti-discrimination law,Conservative
R_4U4TZO35OWmKBqQ,Male,Capital Area,63,Graduate school,9,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Emphasize ROK-US alliance,Reflect national interest in nuclear policy,Promote harmony in labor relations,Oppose comprehensive anti-discrimination law,Conservative
R_4FKSM6ov5UYGHqE,Male,Capital Area,68,University,10,People Power Party,Yoon Suk-yeol,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Oppose comprehensive anti-discrimination law,Conservative
R_4YeLE82fcUb8qxH,Male,Chungcheong-Honam,66,Graduate school,4,People Power Party,Yoon Suk-yeol,Stronger real estate taxation,Pursue diplomacy based on national interest,Independent nuclear armament,Flexible work hours,Consensus before anti-discrimination law,Conservative
R_4Rt6GndYgXAzM4z,Male,Capital Area,45,University,1,Democratic Party,Lee Jae-myung,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Phase in 4.5-day workweek,Quick enactment of anti-discrimination law,Progressive
R_4PtL0v3y83bNSNc,Male,Capital Area,60,High school,6,Other,Did not vote,Reform of real estate policy,Pursue diplomacy based on national interest,Independent nuclear armament,Implement universal job guarantee,Prioritize social harmony,Other
R_4NQ5OY6tEokdkbL,Male,Capital Area,60,Junior college,3,Democratic Party,Lee Jae-myung,Major expansion of public housing,Pursue diplomacy based on national interest,Independent nuclear armament,Promote harmony in labor relations,Prioritize social harmony,Progressive
R_4qEMUUad2TWkr2v,Male,Capital Area,65,Graduate school,10,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Emphasize ROK-US alliance,Independent nuclear armament,Phase in 4.5-day workweek,Prioritize social harmony,Conservative
R_4q9T1lNNmaOaUe0,Male,Capital Area,69,Graduate school,5,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Emphasize ROK-US alliance,US tactical nukes and nuclear sharing if needed,Promote harmony in labor relations,Oppose comprehensive anti-discrimination law,Conservative
R_4huUQBFLVLQYv6E,Male,Chungcheong-Honam,41,Junior college,4,Democratic Party,Lee Jae-myung,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Implement universal job guarantee,Oppose comprehensive anti-discrimination law,Conservative
R_4FVDkkjZaZEYTiN,Male,Capital Area,56,University,8,People Power Party,Yoon Suk-yeol,Reduced real estate tax burden,Pursue diplomacy based on national interest,US tactical nukes and nuclear sharing if needed,Implement universal job guarantee,Consensus before anti-discrimination law,Progressive
R_4U0fhTJhUAdElNa,Male,Capital Area,69,University,7,People Power Party,Yoon Suk-yeol,Major expansion of public housing,Emphasize ROK-US alliance,Independent nuclear armament,Promote harmony in labor relations,Oppose comprehensive anti-discrimination law,Conservative
